N439-6 6818,Bloco 74,2477-726,Ribeira Grande,Guarda
N901 6,Casa 8,9702-369,Póvoa de Santa Iria,Braga
N19 8977,Casa 6,2191-903,Leiria,Setúbal
N30 051,Bloco 62,1275-667,Alcácer do Sal,Évora
N563 11,Lote 46,3173-788,Valongo,Castelo Branco
N28 696,Bloco 78,2261-191,Reguengos de Monsaraz,Lisboa
Alameda Ivan Esteves 4,Bloco 51,3198-092,Lourosa,Évora
Urbanização Valter Raposo 749,Casa 9,0938-751,Santa Maria da Feira,Setúbal
Praceta Sandro Fernandes 57,Casa 6,3373-101,Tavira,Coimbra
N521-9 931,Lote 45,7521-424,Faro,Portalegre
N240-2 6834,Casa 9,4184-355,Bragança,Beja
N33 16,Apto. 229,4253-265,Costa da Caparica,Santarém
N563 141,Apto. 598,4039-139,Reguengos de Monsaraz,Leiria
N218 62,Bloco 00,5851-562,Machico,Santarém
N195-8 4465,Casa 9,2588-547,Praia da Vitória,Guarda
Bairro Alexandre Campos 7657,Apto. 944,8918-817,Vizela,Portalegre
N95 4613,Casa 7,7258-595,Santa Cruz,Coimbra
N71 28,Casa 3,9841-693,Alfena,Beja
Jardim Raquel Santos 64,Lote 91,4656-814,Serpa,Castelo Branco
N373 1063,Casa 7,3520-379,Almada,Guarda
Avenida Sérgio Cruz 0368,Lote 66,1599-998,Marinha Grande,Aveiro
N11 64,Casa 5,6641-532,Leiria,Coimbra
N4 5,Bloco 01,2321-770,Vila Real de Santo António,Viana do Castelo
Escadas Elias Borges 40,Casa 9,1968-392,Santarém,Aveiro
N468-5 936,Casa 7,5457-496,Vila Nova de Santo André,Lisboa
N748 1954,Lote 05,8929-448,Rio Tinto,Santarém
N523 1,Bloco 30,5931-612,Amarante,Porto
N56 628,Bloco 74,8009-941,Almeirim,Castelo Branco
N7 422,Casa 8,7265-532,Esposende,Viana do Castelo
N855 87,Casa 4,6159-538,Macedo de Cavaleiros,Viana do Castelo
N373-0 0985,Bloco 64,3603-659,Figueira da Foz,Beja
N8 2,Casa 8,2618-638,Fátima,Viana do Castelo
N7 0077,Apto. 483,7983-979,Rio Maior,Viana do Castelo
N279 2,Apto. 058,0690-793,Rebordosa,Leiria
N41 03,Bloco 61,7105-904,Caniço,Vila Real
N6 6,Apto. 209,9417-950,Ourém,Lisboa
N067 929,Lote 65,7932-709,Ermesinde,Porto
N856-7 3,Apto. 233,5302-340,Paredes,Évora
Jardim Lourenço Nogueira 97,Bloco 99,8770-397,Ponte de Sor,Évora
N9 0766,Casa 2,1346-981,Santa Cruz,Viana do Castelo
N0 75,Casa 7,2915-705,Loulé,Guarda
N545 9,Bloco 25,8632-682,Évora,Évora
N549-3 288,Bloco 32,3332-760,Miranda do Douro,Vila Real
N5 7476,Bloco 48,3161-583,Fafe,Viana do Castelo
N115-2 6,Bloco 86,6269-187,Évora,Castelo Branco
N445 951,Apto. 959,9278-442,Gandra,Portalegre
Caminho André Soares 040,Casa 5,4630-193,Beja,Coimbra
N82 36,Lote 42,0620-550,Alfena,Portalegre
N18 2,Bloco 94,1402-127,Freamunde,Porto
N7 1,Casa 7,3336-204,Faro,Coimbra
N708-8 349,Casa 2,9208-721,Amarante,Leiria
N761 9,Casa 7,3224-765,Alcácer do Sal,Lisboa
N230-5 6,Bloco 12,0883-656,Montijo,Aveiro
N9 559,Apto. 706,6606-009,Faro,Beja
N771 2,Lote 81,3455-346,Funchal,Beja
N2 5665,Lote 43,3500-481,Gafanha da Nazaré,Setúbal
N86 54,Casa 7,2536-045,Gafanha da Nazaré,Vila Real
N1 69,Casa 4,8526-573,Vila Nova de Santo André,Portalegre
N7 1710,Apto. 421,4810-232,Entroncamento,Viseu
N541-3 2119,Bloco 61,6647-313,Ponte de Sor,Coimbra
N005-9 33,Bloco 16,7425-837,Quarteira,Viana do Castelo
N854 3,Bloco 98,0256-092,Miranda do Douro,Porto
N307 6830,Apto. 277,4691-228,Gafanha da Nazaré,Aveiro
Azinhaga Safira Domingues 4126,Lote 07,2094-643,Rebordosa,Beja
N093-5 6,Lote 83,2351-456,Lisbon,Leiria
N279-7 028,Casa 4,2677-129,Santiago do Cacém,Braga
Quinta Afonso Freitas 54,Casa 4,0309-023,Gouveia,Vila Real
Praceta César Saraiva 58,Lote 85,8003-212,Lisbon,Aveiro
N256-2 11,Bloco 73,5060-173,Águeda,Beja
N849-0 3,Casa 1,2372-309,Horta,Viseu
N22 417,Bloco 30,0591-227,Águeda,Faro
N98 9,Lote 91,8233-708,Reguengos de Monsaraz,Faro
Azinhaga Natália Costa 944,Casa 6,3786-416,Chaves,Lisboa
N244-6 91,Casa 6,4351-537,Vila Nova de Gaia,Leiria
N928-9 569,Lote 53,2604-596,Tomar,Santarém
N890-4 01,Lote 18,6237-091,Fátima,Santarém
Travessa Nuno Rodrigues 0,Apto. 325,5626-886,Portalegre,Porto
N556 33,Casa 2,6299-511,Peniche,Setúbal
N960-0 0,Lote 33,7894-323,Aveiro,Viseu
N936 59,Apto. 012,8600-061,Coimbra,Bragança
Calçada Vânia Abreu 4,Lote 76,3992-135,Macedo de Cavaleiros,Braga
N757-6 4795,Lote 00,6591-963,Vila Nova de Gaia,Coimbra
Acesso Irina Moreira 091,Casa 8,9804-687,Leiria,Viseu
Praceta Maria Paiva 30,Bloco 29,3974-589,Lamego,Faro
N868 376,Bloco 64,5818-190,Alfena,Santarém
Calçada Margarida Leite 5,Lote 46,4383-005,Pombal,Beja
N34 6,Casa 0,7052-809,Loulé,Évora
N667-7 1649,Bloco 67,9373-014,Caniço,Porto
Alameda Alexandra Cardoso 858,Apto. 924,4228-933,Machico,Aveiro
Travessa Gabriela Torres 0,Bloco 13,5310-148,Ourém,Viseu
N678 2,Apto. 098,4115-089,Felgueiras,Portalegre
N112-8 923,Lote 60,3726-066,Tomar,Braga
N91 82,Apto. 107,5067-648,Odivelas,Braga
N632-4 4274,Casa 2,3637-044,Mangualde,Braga
N197-5 2675,Lote 40,9066-720,Vila Nova de Famalicão,Castelo Branco
N637-9 841,Casa 9,4835-774,Caniço,Vila Real
Travessa Alice Sá 961,Lote 04,6220-847,Ermesinde,Évora
N81 1,Apto. 414,8242-460,Santo Tirso,Porto
N0 47,Bloco 85,8523-732,Ponte de Sor,Lisboa
N98 6,Casa 8,0337-645,Fundão,Braga
N4 104,Lote 00,5907-090,Santarém,Aveiro
N4 0,Casa 0,2770-384,Praia da Vitória,Évora
N195-0 836,Apto. 995,0042-995,Santo Tirso,Viana do Castelo
N04 2237,Lote 07,2797-952,Porto,Viana do Castelo
N50 53,Apto. 900,9837-924,Guarda,Viana do Castelo
N431 2,Bloco 93,0998-643,Lixa,Setúbal
N1 805,Apto. 212,3669-552,Faro,Faro
